,participant_id,bigram,iki_ms_mean,iki_ms_std,keystroke_count,coeff_var
256996,481501,to,233.63636363636363,74.34281771263815,11,0.3181988306766614
257021,481501,y ,260.5,26.12087287974887,6,0.10027206479750046
257030,481653, SHIFT,352.1111111111111,128.926766464963,9,0.3661536441100243
257031,481653, a,192.0,79.8164561144296,7,0.4157107089293208
257034,481653, d,222.5,58.78350108661443,6,0.26419551050163786
257039,481653, i,203.88888888888889,120.24812310847564,9,0.5897728108862565
257047,481653, s,250.57142857142858,77.60768248667382,7,0.3097227921360985
257048,481653, t,276.73333333333335,96.31085583869013,15,0.34802766503983423
257062,481653,BKSPBKSP,179.5,120.54985137554782,16,0.6715869157412134
257130,481653,as,175.14285714285714,53.84678440237811,7,0.30744493541325185
257131,481653,at,180.0,133.49406978089579,7,0.7416337210049766
257143,481653,d ,181.125,89.60139906433223,8,0.4946937146408957
257146,481653,da,129.16666666666666,43.828833736099654,6,0.3393200031181909
257152,481653,e ,191.0,94.95314634070849,21,0.4971368918361701
257156,481653,ed,207.16666666666666,28.923462217837386,6,0.1396144596194886
257163,481653,er,161.22222222222223,120.3201747191403,9,0.7463001877824001
257181,481653,he,63.875,23.228292477678412,8,0.3636523284176659
257194,481653,in,122.6923076923077,41.01906998658188,13,0.3343247083545859
257197,481653,is,120.11111111111111,50.33995541427417,9,0.4191115621909968
257207,481653,le,107.16666666666667,20.827065723876384,6,0.19434275947629595
257220,481653,n ,110.0,38.708702333759994,12,0.3518972939432727
257225,481653,ne,110.5,25.874698065871222,6,0.23416016349204727
257238,481653,on,156.125,120.08144557519522,8,0.7691365609299934
257253,481653,re,93.33333333333333,15.200877167672484,6,0.1628665410822052
257263,481653,s ,150.85714285714286,29.98681028733785,14,0.1987762045562168
257273,481653,t ,243.875,224.4093437703265,8,0.920181829914204
257278,481653,te,219.75,201.20192416006932,8,0.9155946491925794
257279,481653,th,71.88888888888889,19.958985723505872,9,0.27763658657117907
257289,481653,ve,106.71428571428571,19.232908305941713,7,0.1802280564144471
257297,481653,y ,115.83333333333333,13.482086880993858,6,0.11639211695822037
257306,481918, a,280.1,278.3125541145742,10,0.9936185437864126
257307,481918, b,551.8888888888889,244.6014331746875,9,0.44320775087018066
257309,481918, d,378.6666666666667,186.96060191031336,6,0.49373398391808104
257313,481918, i,407.0833333333333,287.72254891043065,12,0.706790294150495
257315,481918, m,259.5,66.96491618750822,6,0.25805362692681394
257317,481918, o,653.6666666666666,330.062822303068,6,0.5049405746604814
257320,481918, r,468.3333333333333,183.81040957102147,6,0.3924777428562736
257322,481918, t,370.52941176470586,233.05152800589474,17,0.6289690389109717
257325,481918, w,461.2857142857143,143.97073115245138,7,0.3121075001756456
257340,481918,BKSPBKSP,195.5,104.60677283559093,14,0.5350730068316671
257361,481918,SHIFTI,178.42857142857142,95.65364105782407,7,0.5360892613328812
257375,481918,al,329.6666666666667,187.3282324335194,6,0.5682352854404026
257379,481918,ar,211.85714285714286,68.606191585086,7,0.3238323271042495
257381,481918,at,201.4,108.51134093315366,10,0.5387852082083101
257399,481918,d ,153.91666666666666,73.16911709847055,12,0.4753813780084714
257408,481918,e ,165.64705882352942,86.47466476985514,17,0.5220416552157447
257420,481918,er,158.0,35.54926159570688,9,0.22499532655510684
257421,481918,es,243.2,194.3998171009656,10,0.7993413532112073
257434,481918,ha,106.71428571428571,15.019035540654018,7,0.1407406275563295
257435,481918,he,132.75,77.73168135139163,8,0.585549388711048
257447,481918,in,236.14285714285714,197.79782107489967,14,0.8376193269959454
257451,481918,is,172.375,54.20315620752303,8,0.3144490570414679
257476,481918,n ,203.0,154.76864454188816,7,0.7624071159698924
257481,481918,nd,227.375,71.50412076037496,8,0.3144766168680592
257491,481918,o ,340.85714285714283,371.47562888720284,7,1.089827913751224
257496,481918,on,184.85714285714286,28.69046631100403,7,0.1552034499049677
257499,481918,or,139.85714285714286,40.32132839837403,7,0.28830367598428824
257501,481918,ou,89.0,32.200266192333615,8,0.36180074373408555
257518,481918,re,83.64285714285714,36.451458012112376,14,0.4357988148331113
257528,481918,s ,347.2,227.5204097264798,20,0.6553007192582944
257540,481918,st,232.25,71.49575411968782,8,0.30783963022470534
257541,481918,t ,294.0833333333333,279.94624754611647,12,0.9519282999584578
257546,481918,te,229.57142857142858,275.0011255388222,7,1.1978891591610175
257547,481918,th,100.77777777777777,14.93969358602928,9,0.14824392753502044
257548,481918,ti,130.71428571428572,39.936258736951835,7,0.3055232908837845
257549,481918,to,106.5,18.647098587026502,8,0.17509012757771364
257567,481918,ve,147.33333333333334,80.59445803941279,6,0.547021208412304
257574,481918,y ,104.66666666666667,39.44447574333657,6,0.3768580485032156
257580,482007, BKSP,915.3,274.72897755990556,10,0.3001518382605764
257581,482007, CAPS_LOCK,716.75,372.64910726158615,8,0.5199150432669496
257582,482007, a,646.8181818181819,314.83132569101764,11,0.4867385217991839
257590,482007, i,710.5,248.13821033563417,8,0.3492444902683099
257599,482007, s,503.3333333333333,221.80284037856683,9,0.44066789479185464
257600,482007, t,705.4375,320.6104528863649,16,0.4544845615470752
257603,482007, w,631.4285714285714,226.20555338221115,7,0.35824408906685024
257604,482007, y,720.3333333333334,272.8579606071017,6,0.37879402212924806
257614,482007,BKSPBKSP,165.19230769230768,35.47282817117263,26,0.21473656168812302
257673,482007,an,318.85714285714283,473.2544870614641,7,1.484221061572692
257693,482007,d ,157.75,26.765394890349814,12,0.1696696981955614
257699,482007,e ,153.52,96.14057416096496,25,0.6262413637373955
257703,482007,ea,242.85714285714286,86.06282312246981,7,0.35437633050428746
257705,482007,ed,236.66666666666666,51.60878478192126,6,0.2180652878109349
257725,482007,he,172.25,23.735145730691077,8,0.13779475025074645
257734,482007,in,363.0,223.8178823160572,10,0.6165781881985046
257737,482007,is,186.8,52.57544843154244,10,0.28145315006179034
257738,482007,it,362.85714285714283,145.64961216498148,7,0.4013965689586104
257743,482007,l ,196.57142857142858,156.43194169015604,7,0.7958020289470147
257745,482007,le,289.3333333333333,299.90576297675017,6,1.0365406554495975
257746,482007,li,276.8333333333333,19.569534145366532,6,0.07069067120541794
257757,482007,n ,170.875,126.85473976166598,8,0.7423832612240877
257762,482007,nd,169.16666666666666,60.69404144285225,6,0.3587825109922301
257771,482007,o ,152.33333333333334,82.69371197376498,9,0.5428471245542559
257776,482007,on,292.8888888888889,78.01192928720012,9,0.2663533245769351
257782,482007,ou,180.42857142857142,81.98344780677202,7,0.4543817376464008
257793,482007,re,185.0,55.53377350765928,9,0.300182559500861
257802,482007,s ,157.78571428571428,28.333667311110705,14,0.17957054882550924
257810,482007,st,185.875,75.89925183143396,8,0.4083349123412721
257812,482007,t ,148.55555555555554,37.32328733884219,9,0.25124127602810753
257816,482007,te,175.5,64.1833311693932,6,0.36571698672018915
257817,482007,th,108.0,20.422803654026275,12,0.18910003383357663
257820,482007,to,132.14285714285714,33.062710976912605,7,0.250204299284744
257840,482007,y ,181.375,88.87702177728505,8,0.4900180387445075
257846,483119, SHIFT,193.77777777777777,109.69363903364882,9,0.5660795592332795
257847,483119, a,190.71428571428572,125.08625595392736,7,0.6558829900205929
257848,483119, b,143.375,24.772897056489548,8,0.17278393762154873
257855,483119, i,249.0,182.53985866106066,6,0.7330918018516492
257858,483119, m,137.875,39.258984413034135,8,0.2847433139657961
257860,483119, o,119.875,20.545680811304354,8,0.17139254065738774
257865,483119, t,147.2941176470588,68.57273939573433,17,0.46554974829372353
257868,483119, w,203.6,254.80153496834006,10,1.25148101654391
257874,483119,. ,208.0,20.655911179772893,7,0.09930726528736968
257881,483119,BKSPBKSP,178.66666666666666,8.262364471909157,6,0.04624457726814827
257922,483119,an,134.0,27.85677655436824,9,0.2078863921967779
257941,483119,d ,136.88888888888889,30.579586509812575,9,0.22338983651648797
257950,483119,e ,177.45,100.13962620682238,20,0.5643258732421662
257954,483119,ed,223.42857142857142,33.34095151040305,7,0.1492242075273794
257961,483119,er,127.33333333333333,23.243637122160262,6,0.1825416527918345
257979,483119,he,130.11111111111111,37.85645402188524,9,0.2909548131485629
257980,483119,hi,133.5,21.32738012173888,8,0.15975565634261332
257989,483119,in,164.5,20.780599927175665,10,0.12632583542356027
257991,483119,is,121.14285714285714,41.42233122132944,7,0.3419296209307855
257992,483119,it,149.33333333333334,34.5697362828626,6,0.23149376975131203
258017,483119,n ,121.6,32.70473971766172,10,0.26895345162550754
258033,483119,o ,127.33333333333333,70.58517313619531,6,0.5543338204413244
258040,483119,on,183.88888888888889,118.41605090151889,9,0.6439543553556918
258045,483119,ou,113.375,15.277784992783289,8,0.13475444315575116
258069,483119,s ,143.45454545454547,96.54363121031199,11,0.6729910920870924
258077,483119,t ,141.1875,79.77820817742148,16,0.5650514966085629
258080,483119,te,146.625,35.14028010295714,8,0.23966090436799414
258081,483119,th,139.15384615384616,204.79617759854395,13,1.471724880475993
258110,483119,y ,230.5,126.74659758746978,6,0.5498767791213439
258117,483150, SHIFT,155.71428571428572,53.16864453702729,7,0.34145001078824866
258118,483150, a,144.22222222222223,34.85963918982014,9,0.24170782180923056
258125,483150, h,208.16666666666666,112.7287304402328,6,0.5415311310179318
258126,483150, i,134.0,33.380918415851205,8,0.24911133146157616
258134,483150, s,157.1,24.158964289794287,10,0.15378080388156773
258135,483150, t,140.6,50.04968959515562,15,0.355972187732259
258138,483150, w,172.875,86.06880553205258,8,0.49786727711961
258154,483150,BKSPBKSP,160.0,90.0166651237425,11,0.5626041570233906
258183,483150,SHIFTI,131.42857142857142,21.869744266582412,7,0.16640022811530097
258206,483150,an,108.75,28.519416944551004,8,0.2622475121338023
258209,483150,as,190.0,199.1672663868237,6,1.048248770456967
258223,483150,d ,104.44444444444444,19.84383475484962,9,0.18999416254643253
258233,483150,e ,126.4,49.67225919296739,25,0.3929767341215774
258239,483150,ed,212.14285714285714,48.171321244867165,7,0.227070201154256
258246,483150,er,82.1,22.11309315516237,10,0.2693434001846818
258266,483150,ha,173.0,218.83783950679097,7,1.2649586098658439
258267,483150,he,222.8181818181818,290.0240742358531,11,1.301617632229451
258277,483150,in,145.14285714285714,76.09298822587307,7,0.5242627141546373
258302,483150,n ,154.5,100.52724641970093,12,0.6506617891242779
258313,483150,o ,175.75,166.68597507203265,8,0.9484266006943536
258322,483150,or,205.16666666666666,206.58113821611758,6,1.0068942561305487
258325,483150,ou,88.5,20.7533129885327,6,0.23450071173483275
258340,483150,re,172.33333333333334,141.29037368826545,12,0.8198667718854861
258348,483150,s ,121.81818181818181,30.853907959343434,11,0.2532783489199834
258361,483150,t ,109.0909090909091,18.85976959273122,11,0.17288122126670283
258366,483150,th,95.42857142857143,32.4440911048383,7,0.339982990619563
258369,483150,to,78.28571428571429,23.15681530863204,7,0.2957987356942049
258379,483150,ve,104.0,33.38263021393012,6,0.32098682898009734
258396,483518, SHIFT,456.3333333333333,246.03062140039938,6,0.5391467233025553
258397,483518, a,230.73333333333332,136.5301989967613,15,0.5917229081050043
258413,483518, s,289.8333333333333,120.36513891765617,6,0.4152908760816199
258414,483518, t,226.58333333333334,132.7824319796269,12,0.586020295607033
258436,483518,BKSPBKSP,229.04166666666666,112.66320689739752,24,0.4918895698631145
258458,483518,I ,248.57142857142858,25.644084066681884,7,0.10316585544067425
258469,483518,SHIFTI,197.375,28.339460121886585,8,0.14358181189049568
258473,483518,SHIFTT,185.66666666666666,65.91105117252089,6,0.3549966849507409
258489,483518,an,176.5,48.960187908136135,6,0.27739483234071466
258504,483518,d ,146.66666666666666,22.54477027309586,6,0.15371434277110815
258509,483518,e ,175.66666666666666,31.212856713899548,12,0.17768229628405816
258522,483518,er,126.55555555555556,31.1813690811962,9,0.24638483031673905
258556,483518,in,160.28571428571428,15.43496340255121,7,0.09629656311752093
258597,483518,o ,191.0,55.868894148115494,7,0.2925072992047932
258603,483518,on,179.8181818181818,40.45940726658803,11,0.2250017593187403
258623,483518,re,162.83333333333334,41.58565457783088,6,0.25538784797030223
258629,483518,s ,168.77777777777777,57.61245042909079,9,0.34135092420132795
258639,483518,st,209.83333333333334,23.65938855225694,6,0.11275324171051758
258642,483518,t ,150.15384615384616,28.87284235472887,13,0.19228839682964924
258646,483518,te,179.16666666666666,34.95377900408862,6,0.19509085955770392
258649,483518,ti,181.0,70.61727833894479,6,0.3901507090549436
258651,483518,to,155.33333333333334,41.62531281163743,6,0.2679741168131165
258680,483845, SHIFT,130.22222222222223,70.98904453818521,9,0.5451377140304325
258681,483845, a,186.8,119.89235913008709,10,0.6418220510175968
258691,483845, l,190.85714285714286,26.585889562125313,7,0.13929732555005778
258699,483845, t,181.23809523809524,62.868040180925604,21,0.3468809363634886
258720,483845,BKSPBKSP,134.77777777777777,13.918259543418085,27,0.10326820765932627
258785,483845,an,128.7,83.88225875197527,10,0.6517658022686502
258803,483845,d ,112.33333333333333,35.780814225876235,6,0.3185235687763463
258809,483845,e ,120.0,25.93470060849313,24,0.2161225050707761
258820,483845,en,123.83333333333333,51.28905016342832,6,0.4141780632309151
258821,483845,er,180.54545454545453,65.86404730406967,11,0.36480590148276254
258822,483845,es,238.7,112.55818248552367,10,0.4715466379787335
258841,483845,he,131.1818181818182,103.84104986162089,11,0.7915811146762507
258842,483845,hi,181.66666666666666,13.39651696026496,6,0.07374229519411904
258852,483845,in,181.7,11.096045341572024,10,0.0610679435419484
258855,483845,is,94.14285714285714,7.174690967295419,7,0.07621067795306212
258878,483845,me,74.57142857142857,32.88797725034252,7,0.44102651485133654
258882,483845,n ,157.28571428571428,22.896246313273604,7,0.1455710483132745
258897,483845,nt,182.625,93.2568457847159,8,0.5106466572742828
258900,483845,o ,217.71428571428572,27.244046968798436,7,0.12513669867558336
258906,483845,on,190.6153846153846,19.699993492124396,13,0.10334944124197624
258936,483845,s ,144.88235294117646,33.101892606279286,17,0.2284742892029021
258948,483845,st,96.33333333333333,40.89824772122476,6,0.42454928430337124
258951,483845,t ,199.66666666666666,52.105371095211446,12,0.26096179179571677
258956,483845,th,150.57142857142858,36.714520886919445,14,0.2438345789453853
258957,483845,ti,161.44444444444446,57.87294512790738,9,0.35846972205861416
258958,483845,to,107.375,18.837178284294218,8,0.1754335579445329
258978,483845,y ,207.75,14.22020695047318,8,0.06844864958109834
258983,484683,,228.11111111111111,100.91264098769346,9,0.44238371597137904
259004,484683,SHIFTTAB73,383.85714285714283,132.93661217716834,7,0.3463179327280158
259022,484683,TAB32TAB65,304.0,142.7255107840621,8,0.46949181178967797
259033,484683,TAB32TAB78,427.8333333333333,280.887462637026,6,0.6565347782711943
259034,484683,TAB32TAB79,462.25,191.7302792988108,8,0.4147761585696286
259035,484683,TAB32TAB80,578.125,254.3329861758849,8,0.4399273274393685
259038,484683,TAB32TAB84,385.3157894736842,250.1675111315036,19,0.6492532046849567
259040,484683,TAB32TAB87,517.9090909090909,268.69516353870404,11,0.5188075827498235
259051,484683,TAB65TAB78,226.28571428571428,78.75217306147661,7,0.348020966812081
259054,484683,TAB65TAB84,351.125,116.26255692550866,8,0.331114437666098
259070,484683,TAB69TAB32,220.55,98.62180553161552,20,0.4471630266679461
259080,484683,TAB69TAB82,140.44444444444446,33.67532891862792,9,0.239776867300357
259089,484683,TAB71TAB32,184.66666666666666,9.605553948974872,6,0.05201563510275202
259093,484683,TAB72TAB65,201.0,137.68200076020588,7,0.6849850784089845
259094,484683,TAB72TAB69,154.08333333333334,34.744413110948386,12,0.22549105318084403
259095,484683,TAB72TAB73,176.5,26.508489206290122,6,0.1501897405455531
259104,484683,TAB73TAB78,211.55555555555554,13.519533193782163,9,0.06390535648321401
259105,484683,TAB73TAB83,275.75,271.6630002674006,8,0.9851786047775181
259118,484683,TAB76TAB69,297.8333333333333,170.64983640972724,6,0.5729709112805615
259127,484683,TAB77TAB69,297.3333333333333,282.81631258940257,6,0.9511759392020267
259133,484683,TAB78TAB32,182.0,14.020393310154626,8,0.07703512807777267
259137,484683,TAB78TAB71,238.33333333333334,27.782488489454405,6,0.11656988177393456
259169,484683,TAB82TAB32,198.66666666666666,25.508168626278657,6,0.12839682194435567
259182,484683,TAB83TAB32,214.0,68.66343034444658,13,0.32085715114227376
259190,484683,TAB84TAB32,175.16666666666666,31.394363516498636,12,0.1792256718353871
259194,484683,TAB84TAB72,141.35,38.415012142321864,20,0.2717722825774451
259226,485016, SHIFT,89.3,38.80163226807175,10,0.43450876000080346
259227,485016, a,123.72727272727273,76.88964938025262,11,0.621444631287861
259228,485016, b,111.0,58.811563488824206,6,0.5298339053047225
259232,485016, f,131.33333333333334,61.73383729095954,6,0.47005459866212845
259234,485016, h,101.5,12.942179105544785,6,0.1275091537492097
259235,485016, i,110.66666666666667,17.693690024035877,6,0.1598827411810471
259237,485016, m,71.57142857142857,16.821188452436438,7,0.23502658516378258
259239,485016, o,80.83333333333333,29.444297693554635,6,0.36425935290995426
259241,485016, s,100.5,25.232915011944222,6,0.25107378121337537
259242,485016, t,111.71428571428571,28.66364239946479,14,0.25657991917679485
259260,485016,BKSPBKSP,146.54545454545453,41.998484821154285,11,0.2865901569681744
259282,485016,SHIFTI,142.42857142857142,32.165494673936664,7,0.225835970629445
259301,485016,ai,111.71428571428571,24.47253076215784,7,0.21906357459732084
259304,485016,an,151.5,75.65646039830307,6,0.4993825768864889
259321,485016,d ,161.25,154.5285456754558,8,0.9583165623284081
259324,485016,e ,96.10526315789474,22.700696848927358,19,0.2362065937183022
259335,485016,er,97.66666666666667,47.504385762439526,6,0.4863930282843637
259337,485016,et,116.5,38.09855640309748,6,0.3270262352197209
259353,485016,he,91.07692307692308,17.83938310995057,13,0.19587160509236268
259362,485016,il,147.16666666666666,8.750238091998794,6,0.05945801648017301
259363,485016,in,155.2,17.041126723312633,10,0.10980107424814842
259372,485016,l ,102.28571428571429,21.522966692305577,7,0.21042006542756847
259387,485016,n ,96.11111111111111,23.54487441272752,9,0.24497557192433256
259405,485016,on,148.57142857142858,16.551506908809873,7,0.11140437342468183
259407,485016,or,92.57142857142857,17.595995215362148,7,0.19008019522767752
259414,485016,r ,91.66666666666667,24.3529601212392,6,0.265668655868064
259417,485016,re,114.14285714285714,54.57847124837341,7,0.47815932257648797
259421,485016,s ,108.27272727272727,24.690447177363595,11,0.22803939458522213
259430,485016,t ,110.33333333333333,48.10665234663497,9,0.4360119548033381
259434,485016,ta,149.66666666666666,118.06721249638558,6,0.7888677895081442
259436,485016,th,96.0,24.680176480550358,10,0.2570851716723996
259439,485016,to,84.71428571428571,24.18480435944773,7,0.2854867293695348
259458,485016,y ,101.83333333333333,30.84423230794805,6,0.3028893516328778
259464,485088, SHIFT,219.8181818181818,186.70662451119307,11,0.8493684324330537
259465,485088, a,117.91666666666667,25.752169664403862,12,0.21839295828469704
259472,485088, i,152.77777777777777,26.710380836754172,9,0.1748315836587546
259475,485088, m,209.33333333333334,26.500314463543006,6,0.1265938589022755
259476,485088, o,174.2,18.286607121059923,10,0.10497478255487902
259479,485088, s,206.66666666666666,120.92256475392286,6,0.5851091842931752
259480,485088, t,171.88888888888889,90.96663181944885,18,0.52921763825148
259482,485088, w,161.6,72.7174134731305,10,0.4499839942644215
259549,485088,an,122.83333333333333,40.281095648786255,6,0.3279329360823847
259551,485088,as,208.7,155.6906120055627,10,0.7460019741521932
259570,485088,d ,184.0,129.90252756073173,7,0.7059919976126724
259578,485088,e ,151.40740740740742,38.57984653163564,27,0.2548081840396679
259607,485088,ha,114.5,35.31430305131336,6,0.30842186071016037
259608,485088,he,78.38461538461539,25.088305580949005,13,0.3200667051544034
259618,485088,in,120.3,82.32732771618964,10,0.6843501888295066
259619,485088,is,174.0,119.25482919242427,8,0.6853725815656567
259620,485088,it,147.57142857142858,65.25043331364971,7,0.4421616971883329
259629,485088,le,135.22222222222223,39.23894040929806,9,0.2901811533966167
259660,485088,on,89.14285714285714,28.40439268510284,7,0.3186390205059614
259684,485088,s ,129.6315789473684,46.19669363627636,19,0.35636913483120214
259696,485088,t ,145.7,52.702624855567365,10,0.3617201431404761
259700,485088,th,112.4,46.21657093047286,15,0.4111794566768048
259726,485207, a,353.55555555555554,235.14735332930664,9,0.6650930798126209
259730,485207, e,713.8333333333334,525.8198994586138,6,0.7366143816837923
259731,485207, f,756.8571428571429,511.89075285371473,7,0.6763373480513407
259733,485207, h,377.8333333333333,241.24130381563327,6,0.6384860268609615
259734,485207, i,525.0,376.4368030183375,7,0.7170224819396905
259738,485207, o,546.8333333333334,354.5196280414762,6,0.648313858045979
259739,485207, p,821.1666666666666,369.810446940952,6,0.4503476114564059
259743,485207, t,451.38461538461536,419.4310707099834,13,0.9292099385190498
259745,485207, w,471.14285714285717,395.1339134063407,7,0.8386711321541495
259755,485207,BKSPBKSP,188.21428571428572,106.26033239999884,14,0.5645710260341494
259809,485207,an,386.0,295.82300451452386,9,0.7663808407112017
259826,485207,d ,211.3,136.48121563871794,10,0.6459120475093134
259830,485207,e ,158.82142857142858,24.032468117310042,28,0.15131754155266047
259857,485207,ha,459.3333333333333,474.00534455496035,6,1.0319419692778526
259858,485207,he,188.88888888888889,43.74769835215461,9,0.23160546186434794
259868,485207,in,278.1818181818182,128.32210891488512,11,0.4612886268182145
259889,485207,n ,269.15384615384613,258.6805772098884,13,0.9610881691136179
259902,485207,o ,177.85714285714286,77.37232186302923,7,0.43502510284434104
259908,485207,on,273.27272727272725,43.561659539303385,11,0.1594072704365726
259934,485207,s ,152.58333333333334,30.419665688597906,12,0.19936427540315393
259939,485207,t ,211.57142857142858,137.37279830550776,7,0.6492974936789698
259945,485207,th,166.375,38.917265723950486,8,0.23391294199218923
259946,485207,ti,358.77777777777777,169.80708007749396,9,0.47329319315498475
259948,485207,to,177.75,58.864857330765936,8,0.331166567261693
259961,485207,ve,166.375,27.24459317264358,8,0.16375412876119358
259973,485607, CAPS_LOCK,244.5,162.0255310970241,12,0.6626811087812846
259974,485607, a,166.55555555555554,74.81829841541291,9,0.4492092633347006
259976,485607, c,129.0,84.7014364301653,7,0.6566002824043822
259981,485607, i,145.1,40.012359201737766,10,0.2757571275102534
259990,485607, t,185.75,124.40777891492742,12,0.6697592404572136
259992,485607, w,194.25,103.48602390109083,8,0.5327465837893994
259998,485607,. ,191.72727272727272,32.830141361532114,11,0.17123354906441596
260006,485607,BKSPBKSP,136.54545454545453,13.618837221757492,11,0.09973848830847698
260012,485607,BKSPi,226.83333333333334,103.03284266032199,6,0.45422267153705503
260073,485607,an,89.54545454545455,24.69155173885852,11,0.27574321738826774
260092,485607,d ,170.71428571428572,86.96496284081745,7,0.5094181923729892
260097,485607,e ,203.83333333333334,135.9624841691607,24,0.6670277228249911
260125,485607,he,118.33333333333333,57.90567041893796,6,0.48934369368116587
260140,485607,in,106.77777777777777,44.69837183214222,9,0.41861118261111346
260169,485607,n ,195.2,114.84269434511035,10,0.5883334751286391
260195,485607,ou,85.0,16.284962388657828,11,0.19158779280773916
260210,485607,re,265.8333333333333,388.236225340535,6,1.4604497504973104
260218,485607,s ,209.33333333333334,113.31137042091878,6,0.5412963555139432
260228,485607,t ,158.35714285714286,55.10075686044072,14,0.34795245649353634
260232,485607,th,78.0,20.016659728003237,7,0.2566238426667082
260261,485607,y ,340.0,231.82665938153013,6,0.6818431158280298
260270,487242, SHIFT,171.7,77.20830410145157,10,0.44966979674695157
260271,487242, a,146.53846153846155,64.10228205066153,13,0.4374433945714435
260273,487242, c,207.5,67.98949498688329,8,0.3276602168042568
260281,487242, o,190.375,52.790522688398205,8,0.27729755844201287
260284,487242, s,149.66666666666666,58.137767414994535,9,0.38844833462134437
260285,487242, t,162.63636363636363,76.63194207022647,11,0.47118578131497557
260288,487242, w,147.75,37.139697667820926,8,0.2513685121341518
260315,487242,BKSPBKSP,185.3793103448276,85.78603524096758,29,0.46275949069718375
260354,487242,SHIFTT,219.83333333333334,153.58439590878584,6,0.6986401633455004
260357,487242,Th,208.33333333333334,51.566138760495406,6,0.24751746605037794
260389,487242,d ,155.5,33.13608305156178,8,0.21309378168206936
260396,487242,e ,189.47368421052633,69.40730702891337,19,0.36631634265259827
260403,487242,ed,221.5,62.548381274018595,6,0.28238546850572727
260407,487242,en,183.5,45.45641554594593,8,0.24771888580896964
260409,487242,er,101.25,31.028788475957523,8,0.3064571701329138
260429,487242,he,141.44444444444446,55.751930708969866,9,0.3941613325850187
260443,487242,in,211.125,29.830174081193118,8,0.1412915290997898
260458,487242,ll,192.66666666666666,31.626992690843476,6,0.16415394130195576
260469,487242,n ,135.4,87.87137063786919,10,0.6489761494672761
260474,487242,nd,134.33333333333334,69.56340033858801,6,0.5178416898654195
260491,487242,on,226.58823529411765,132.70270288483644,17,0.5856557500109604
260510,487242,re,102.0,34.17276368363814,10,0.3350270949376288
260518,487242,s ,153.5,53.51894783885216,10,0.34865764064398796
260525,487242,se,137.66666666666666,41.582047408306714,6,0.30204877052038775
260530,487242,t ,194.9090909090909,70.50170855440957,11,0.3617158554563924
260537,487242,th,156.42857142857142,36.10566503499206,7,0.23081247054332824
260538,487242,ti,117.66666666666667,23.77113095051783,6,0.20202094292224784
260557,487242,we,289.0,253.16397848035174,6,0.8759999255375492
260561,487242,y ,197.0,20.028551049510728,8,0.10166777182492756
260567,487671, CAPS_LOCK,366.42857142857144,186.2085364520624,7,0.5081714445085523
260569,487671, a,269.61538461538464,133.7532170713029,13,0.4960889648864302
260576,487671, h,270.3333333333333,79.9841650995162,6,0.29587237398094773
260583,487671, o,243.83333333333334,60.519142976967764,6,0.24819880920150825
260586,487671, s,263.3636363636364,169.4026403142954,11,0.6432271465161372
260587,487671, t,274.47058823529414,141.6470603503029,17,0.5160737303804435
260589,487671, w,235.28571428571428,116.89698354493481,7,0.49682992399182985
260596,487671,", ",542.6666666666666,193.02504155333492,6,0.35569725101965893
260608,487671,"BKSP,",224.0,38.86386496477158,6,0.17349939716415883
260612,487671,BKSPBKSP,156.8679245283019,92.3673763869559,53,0.5888225822117708
260624,487671,BKSPn,354.6666666666667,270.09529182617507,6,0.7615468754497418
260625,487671,BKSPo,229.0,45.382326466980025,10,0.19817609810908307
260640,487671,CAPS_LOCKI,204.875,170.40576574752393,8,0.8317548053570417
260644,487671,CAPS_LOCKT,354.2857142857143,227.75331266212447,7,0.6428520921914804
260647,487671,CAPS_LOCKh,156.57142857142858,97.02208879572586,7,0.6196666255201468
260657,487671,ICAPS_LOCK,173.71428571428572,95.18703393094792,7,0.5479516755893383
260662,487671,TCAPS_LOCK,274.42857142857144,17.00840128541522,7,0.061977516396619754
260675,487671,an,170.0,118.02287913790275,11,0.6942522302229573
260677,487671,ar,259.14285714285717,126.28859617483093,7,0.4873319587782891
260694,487671,d ,156.44444444444446,37.98062371496521,9,0.24277387317804466
260705,487671,e ,191.4814814814815,90.43585502799138,27,0.4722955678444424
260712,487671,ed,269.3333333333333,138.71793923882618,6,0.5150418536095032
260718,487671,en,231.125,126.17158102022363,8,0.5459019189625685
260719,487671,er,222.22222222222223,46.39713832171597,9,0.20878712244772185
260742,487671,he,250.0,221.58181333313436,13,0.8863272533325375
260746,487671,iBKSP,499.85714285714283,395.86084616163987,7,0.7919479631698998
260751,487671,in,164.84615384615384,33.76350631931404,13,0.2048182837849195
260754,487671,is,223.0,178.68128049686683,7,0.8012613475195822
260761,487671,l ,169.33333333333334,30.9494211039022,6,0.18277217187343817
260768,487671,ll,159.85714285714286,19.531415475489492,7,0.12218043639716393
260781,487671,n ,196.27272727272728,19.07926051549645,11,0.0972079044328212
260785,487671,nBKSP,398.3333333333333,107.82331225976444,6,0.2706861395642622
260788,487671,nd,140.625,39.98548843911108,8,0.2843412511225677
260797,487671,o ,240.85714285714286,106.15464909182981,7,0.44073697724958993
260798,487671,oBKSP,431.0,77.44029958619737,9,0.17967586910950667
260807,487671,on,179.63636363636363,31.113574938514304,11,0.17320309935407763
260810,487671,or,133.71428571428572,36.86784636018349,7,0.27572107320650047
