,participant_id,bigram,iki_ms_mean,iki_ms_std,keystroke_count,coeff_var
37839,75120, t,158.47368421052633,73.94019236371803,19,0.4665771022619204
37841,75120, w,159.0,77.88238996504066,7,0.4898263519813878
37904,75120,at,214.5,107.33452380292186,6,0.5003940503632721
37915,75120,co,83.33333333333333,22.446974554862997,6,0.26936369465835597
37917,75120,d ,129.83333333333334,55.6773714983897,12,0.4288372644291889
37927,75120,e ,104.16666666666667,30.0964632714423,24,0.28892604740584604
37933,75120,ed,280.42857142857144,154.44077305217164,7,0.5507312335023951
37934,75120,ee,167.0,57.9827560572969,7,0.3472021320796222
37941,75120,er,118.85714285714286,13.520707222979272,7,0.11375595019333522
37964,75120,he,114.72727272727273,45.6247540466596,11,0.3976801065873658
37965,75120,hi,152.66666666666666,87.83772917526196,6,0.5753563046414539
37976,75120,in,145.36363636363637,20.829175342642483,11,0.14329013681617717
38001,75120,n ,99.33333333333333,18.543642216853375,6,0.1866809619146313
38009,75120,ng,164.0,33.46640106136302,6,0.20406342110587208
38015,75120,o ,89.66666666666667,16.837908169221954,12,0.18778336248202923
38021,75120,on,122.0,42.93923354902575,10,0.3519609307297193
38023,75120,or,205.07692307692307,151.86093503512873,13,0.7405071850925258
38024,75120,ou,131.5,47.59376709892448,10,0.3619297878245208
38038,75120,r ,103.85714285714286,26.585889562125317,7,0.2559851814785106
38045,75120,re,131.16666666666666,26.791167698826914,6,0.20425286682714294
38055,75120,s ,148.58333333333334,36.16994818236753,12,0.24343206852967486
38067,75120,t ,139.0,38.04855197891646,14,0.2737305897763774
38073,75120,th,83.14285714285714,15.63456300763026,14,0.18804457225672136
38076,75120,to,138.0,103.73179702620462,8,0.7516796885956857
38091,75120,ut,197.33333333333334,132.00555543865065,6,0.6689470714796485
38093,75120,ve,190.0,113.84199576606166,8,0.5991683987687456
38103,75120,y ,237.75,132.3855300681633,8,0.5568266248923798
38110,75800, SHIFT,315.57142857142856,155.43900962848969,7,0.49256363395175545
38112,75800, a,209.8,75.87972939681146,10,0.3616764985548687
38113,75800, b,320.1666666666667,191.01875998620312,6,0.596622883871535
38117,75800, f,338.0,147.92565700378012,8,0.4376498727922489
38120,75800, i,237.14285714285714,55.953637270596836,7,0.235949072827818
38123,75800, m,249.0,104.55483865280597,8,0.4198989504128754
38125,75800, o,318.42857142857144,118.85405215761773,7,0.37325184616569046
38126,75800, p,307.6666666666667,74.60741696819873,6,0.24249431300606306
38129,75800, t,261.04761904761904,133.50897954462695,21,0.5114353466685819
38142,75800,BKSPBKSP,129.66666666666666,19.86621923433512,6,0.15320991697430683
38212,75800,d ,133.875,30.60082865357921,8,0.22857761832738907
38218,75800,e ,122.15151515151516,37.79642940487336,33,0.309422518075123
38235,75800,en,133.33333333333334,30.865298745786777,6,0.2314897405934008
38258,75800,he,171.6153846153846,36.69817993111389,13,0.21383968583795634
38269,75800,in,132.2,26.657498423937348,10,0.20164522257138692
38272,75800,is,225.5,124.09794518846796,6,0.5503234819887715
38285,75800,le,265.57142857142856,233.21582074897717,7,0.8781660813570954
38296,75800,me,146.71428571428572,21.7156954429608,7,0.14801350350606193
38301,75800,n ,201.8,58.73632228489928,10,0.2910620529479647
38313,75800,o ,243.0,121.70456030897117,6,0.5008418119710748
38321,75800,on,123.5,23.862702517287758,8,0.1932202632978766
38322,75800,or,156.71428571428572,33.345235970146646,7,0.21277725778580356
38331,75800,r ,141.83333333333334,18.75544365422121,6,0.13223579544691805
38334,75800,re,195.92307692307693,49.842186847524964,13,0.2543967133952982
38340,75800,s ,135.875,35.96203355127261,8,0.2646699801381609
38351,75800,t ,129.625,36.877935718490846,8,0.28449709329597567
38354,75800,th,107.54545454545455,27.95483370139639,11,0.2599350555497551
38381,75800,y ,187.25,23.26094212561969,8,0.12422398998995829
38384,75897,,151.5,19.06971017487802,14,0.12587267442163708
38405,75897,SHIFTTAB73,177.33333333333334,26.30335846744036,6,0.14832720940285918
38425,75897,TAB32TAB65,157.66666666666666,49.18807443544285,6,0.31197510212754453
38432,75897,TAB32TAB72,199.5,68.90158613144237,8,0.345371359054849
38433,75897,TAB32TAB73,214.0,161.98148042291749,7,0.7569228057145677
38442,75897,TAB32TAB84,172.0,74.30679645900501,13,0.4320162584825873
38459,75897,TAB65TAB78,159.5,62.36264907779335,6,0.3909883954720586
38461,75897,TAB65TAB83,209.33333333333334,48.11929619878772,6,0.2298692493572662
38479,75897,TAB68TAB32,185.85714285714286,86.43191650354741,7,0.4650449004802705
38488,75897,TAB69TAB32,163.38095238095238,76.32724034738594,21,0.46717343261297134
38497,75897,TAB69TAB82,188.85714285714286,98.41989733014454,7,0.5211341008404022
38513,75897,TAB72TAB69,141.0,77.18925973334514,12,0.5474415583925187
38536,75897,TAB76TAB69,236.57142857142858,174.85218246932382,7,0.7391094669597021
38571,75897,TAB79TAB78,191.0,17.787636155487327,6,0.09312898510726349
38574,75897,TAB79TAB85,166.25,149.9140229788871,8,0.9017384840835314
38589,75897,TAB82TAB69,166.0,37.09832495255971,8,0.22348388525638377
38595,75897,TAB83TAB32,123.25,23.843238035132725,8,0.1934542639767361
38606,75897,TAB84TAB32,124.77777777777777,43.59408726472484,9,0.34937380710821336
38609,75897,TAB84TAB72,113.5,56.52915579190489,12,0.4980542360520255
38624,75897,TAB86TAB69,194.33333333333334,15.718354451616955,6,0.08088347059151091
38644,76096, BKSP,333.6666666666667,125.67524285501368,6,0.3766490794855555
38646,76096, a,101.78571428571429,26.95631386415541,14,0.26483396077064963
38649,76096, d,139.75,100.18946337528998,8,0.7169192370324864
38650,76096, e,155.5,53.713126887195834,6,0.34542203785978026
38654,76096, i,111.28571428571429,14.772883782054716,7,0.13274735105825802
38661,76096, s,210.85714285714286,216.0211629844235,7,1.024490610359732
38662,76096, t,125.6,44.47770977317364,10,0.35412189309851627
38664,76096, w,152.57142857142858,52.284022871418834,7,0.34268554316473016
38675,76096,BKSPBKSP,119.17857142857143,9.775455171475334,28,0.08202359748316133
38700,76096,SHIFTI,68.33333333333333,22.3487508972351,6,0.32705489117905023
38702,76096,SHIFTT,73.5,22.429890771022492,6,0.30516858191867335
38724,76096,an,101.33333333333333,35.34119409414458,9,0.34876178382379525
38727,76096,at,121.28571428571429,41.527959600387646,7,0.3423977823353516
38743,76096,d ,76.5,13.962250694083833,10,0.18251308096841612
38753,76096,e ,83.86363636363636,26.141183444164724,22,0.31171058849410516
38767,76096,er,132.83333333333334,79.17428033564099,6,0.5960422609960425
38786,76096,he,83.6,14.826402875351196,10,0.17734931669080378
38792,76096,in,69.54545454545455,20.6512161209147,11,0.2969455912811264
38796,76096,is,85.55555555555556,23.141473111662055,9,0.27048475065579025
38821,76096,n ,102.33333333333333,30.602287496198713,9,0.2990451546859809
38839,76096,on,86.14285714285714,8.43462252521458,7,0.0979143576724744
38845,76096,ou,79.14285714285714,38.92911751473684,7,0.49188415632338967
38854,76096,re,91.54545454545455,22.281667964331735,11,0.2433945855090855
38862,76096,s ,86.0625,29.15354466727274,16,0.33874852191457067
38873,76096,t ,88.33333333333333,17.49978354844494,12,0.1981107571522069
38876,76096,te,88.83333333333333,18.75544365422121,6,0.21113069779611118
38877,76096,th,85.625,10.363914042759825,8,0.12103841217821694
38899,76096,y ,105.5,44.68444919656054,6,0.4235492814839862
38915,77034, i,550.875,172.34967570113295,8,0.312865306469041
38922,77034, s,693.8571428571429,240.5115579838306,7,0.34662979326473425
38923,77034, t,519.15,324.8676289133614,20,0.6257683307586659
38937,77034,BKSPBKSP,236.9,186.6240725213241,10,0.7877757387983289
38989,77034,at,259.8181818181818,174.04069534555313,11,0.6698557203642703
39001,77034,d ,300.0,141.35927434888893,10,0.4711975811629631
39010,77034,e ,252.78947368421052,147.35579728721922,19,0.5829190398619957
39026,77034,er,198.3,33.892149205646106,10,0.1709135108706309
39027,77034,es,405.125,276.23201298908134,8,0.6818439074090252
39044,77034,ha,157.5,83.01987713794811,6,0.5271103310345912
39045,77034,he,197.46153846153845,138.3935303067641,13,0.7008632232130633
39054,77034,in,198.76923076923077,23.548368118101962,13,0.11847089223503308
39057,77034,is,296.875,207.62152207459474,8,0.699356705935477
39075,77034,me,150.14285714285714,23.48353019620752,7,0.15640790806227656
39081,77034,n ,260.0,112.0,8,0.4307692307692308
39104,77034,on,256.0,53.78475620470915,6,0.2100967039246451
39117,77034,r ,421.3333333333333,316.52024685107693,6,0.7512347630959105
39122,77034,re,164.625,41.27931858518431,8,0.25074756923422514
39129,77034,s ,228.84615384615384,65.59706059705998,13,0.286642617735052
39142,77034,st,429.3333333333333,519.7490420064925,6,1.210595594735619
39144,77034,t ,248.08333333333334,138.21357539779666,12,0.5571255978413033
39146,77034,tBKSP,495.6666666666667,98.89320839504941,6,0.1995155515703754
39148,77034,te,143.85714285714286,23.898595296436508,7,0.16612727614206113
39149,77034,th,166.55555555555554,20.28683207293725,18,0.12180219390022366
39150,77034,ti,198.42857142857142,153.12941927539282,7,0.7717105363050755
39210,77318,TAB32SHIFT,139.3,48.59138012263309,10,0.348825413658529
39212,77318,TAB32TAB65,200.71428571428572,169.7602057978473,14,0.845780384757958
39219,77318,TAB32TAB72,188.66666666666666,102.2324149507712,6,0.5418679237673385
39220,77318,TAB32TAB73,141.14285714285714,146.86663856645433,7,1.0405531072522067
39228,77318,TAB32TAB84,198.54545454545453,130.96744911340653,11,0.6596345880253992
39231,77318,TAB32TAB87,103.5,20.43281674170255,6,0.1974185192435029
39245,77318,TAB65TAB82,119.33333333333333,47.584311139982546,6,0.3987512106702448
39247,77318,TAB65TAB84,114.42857142857143,47.964768816487044,7,0.4191677674349679
39260,77318,TAB68TAB32,98.33333333333333,26.272609310839304,9,0.2671790777373489
39268,77318,TAB69TAB32,105.93333333333334,26.042456178508274,15,0.2458381640513682
39275,77318,TAB69TAB82,82.0,25.638512697372548,7,0.3126647889923481
39292,77318,TAB72TAB69,110.16666666666667,40.897025156686716,6,0.3712286701060821
39306,77318,TAB73TAB78,80.9090909090909,23.59429823264318,11,0.29161492197648875
39310,77318,TAB73TAB84,160.14285714285714,103.73753510892858,7,0.6477812183429974
39326,77318,TAB77TAB65,111.0,2.3664319132398473,6,0.02131920642558421
39333,77318,TAB78TAB32,94.22222222222223,25.89294198125127,9,0.274807167253846
39346,77318,TAB79TAB32,56.166666666666664,36.77181891974705,6,0.6546911380370395
39352,77318,TAB79TAB78,91.57142857142857,34.54879227439141,7,0.3772879031524803
39356,77318,TAB79TAB85,96.28571428571429,26.036604269849825,7,0.2704098366304878
39364,77318,TAB82TAB32,101.14285714285714,37.52967080159631,7,0.3710560672474212
39366,77318,TAB82TAB69,85.0,28.722813232690147,7,0.3379154497963547
39377,77318,TAB83TAB32,117.88888888888889,26.77893035785991,9,0.2271539804153998
39389,77318,TAB84TAB32,99.91666666666667,41.216630212337904,12,0.41251006050713496
39394,77318,TAB84TAB79,92.83333333333333,45.70521487387043,6,0.49233624639716805
39423,77461, BKSP,426.6666666666667,261.0338419949924,6,0.6117980671757633
39424,77461, SHIFT,249.5,132.78817718456713,6,0.5322171430243172
39425,77461, a,234.07142857142858,103.61056100440895,14,0.44264505769353835
39430,77461, f,245.125,144.19078383467212,8,0.5882336923393049
39431,77461, h,187.125,45.99204123696683,8,0.24578245150015673
39437,77461, o,375.0,351.85548981689305,8,0.9382813061783815
39441,77461, s,208.83333333333334,78.8781761114357,6,0.3777087443484551
39442,77461, t,182.94444444444446,103.9634959816763,18,0.5682790548649175
39444,77461, w,332.77777777777777,167.9447660525461,9,0.5046754238640785
39454,77461,BKSPBKSP,236.42307692307693,188.01088757344306,26,0.7952306941450332
39478,77461,I ,147.0,23.13006701244075,7,0.1573473946424541
39487,77461,SHIFTI,194.71428571428572,200.349456604965,7,1.0289407162397322
39527,77461,d ,145.14285714285714,23.933439447967434,7,0.1648957442281221
39534,77461,e ,135.6451612903226,43.567991604767805,31,0.32119090124799093
39538,77461,ee,197.33333333333334,24.08872488669059,6,0.12207124097985095
39552,77461,fo,187.83333333333334,81.96930319739619,6,0.4363938058423932
39562,77461,he,161.0,139.60548810019006,14,0.8671148329204351
39575,77461,in,128.9090909090909,29.58869563010355,11,0.22953148937315873
39587,77461,l ,165.0,53.152610472111334,6,0.32213703316431114
39593,77461,ll,177.75,26.858092688371283,8,0.1511003808065895
39602,77461,n ,200.0909090909091,139.26482294208725,11,0.6960077475524579
39628,77461,on,125.71428571428571,35.08900248280215,7,0.279117065204108
39633,77461,ou,134.5,53.28320560927242,6,0.39615766252247153
39649,77461,re,143.0,86.13361713059543,9,0.6023329869272407
39654,77461,s ,175.66666666666666,49.180788932265,9,0.27996654041137575
39663,77461,st,175.85714285714286,110.55078557150189,7,0.6286397229898564
39665,77461,t ,166.625,89.05686385675165,8,0.5344748018409702
39669,77461,th,117.53333333333333,35.1077253742304,15,0.2987044132804628
39692,77461,wi,110.66666666666667,23.415094846416203,6,0.21158218234713436
39707,77489, a,274.0,147.39002063171773,12,0.537919783327437
39714,77489, h,410.2857142857143,180.648567007615,7,0.44029943212162426
39719,77489, o,268.57142857142856,88.22482104044784,7,0.32849667408677385
39722,77489, s,298.75,109.17319137171778,8,0.36543327655805113
39723,77489, t,287.3333333333333,185.51027089102263,12,0.6456273928921902
39726,77489, y,397.57142857142856,131.62048617503427,7,0.331061230048595
39739,77489,BKSPBKSP,181.55555555555554,53.64259294420599,9,0.2954610382483806
39801,77489,an,233.14285714285714,103.42699288456015,7,0.4436206802646575
39816,77489,d ,203.77777777777777,140.73625845688966,9,0.690635946625958
39823,77489,e ,160.42105263157896,60.190729988995706,19,0.3752046816899338
39832,77489,en,337.14285714285717,291.1101902323978,7,0.8634624286554172
39852,77489,he,187.55555555555554,134.4685010616902,9,0.7169529085042725
39861,77489,in,272.5,34.25970333682521,12,0.12572368197000078
39885,77489,n ,193.22222222222223,40.75468616545152,9,0.210921320005212
39888,77489,nd,294.6666666666667,195.57879912369506,6,0.6637289563021326
39895,77489,ns,340.0,183.25064802068232,6,0.5389724941784774
39907,77489,on,288.0,76.01503610658693,8,0.26394109759231577
39913,77489,ou,197.11111111111111,81.1471571351154,9,0.41168230790081095
39927,77489,re,131.125,24.758476182050114,8,0.18881583360953375
39933,77489,s ,165.71428571428572,61.57303058351193,7,0.37156139145222716
39944,77489,st,309.0,113.37422231580813,8,0.36690686833594865
39947,77489,t ,209.6,64.75114756597841,10,0.3089272307537138
39953,77489,th,153.0,141.7885749981288,8,0.9267227124060706
39954,77489,ti,154.83333333333334,44.61576701869717,6,0.2881535006589699
39957,77489,to,166.83333333333334,45.76643602758102,6,0.2743242918736125
39976,77489,y ,218.5,28.8288050394046,6,0.13193961116432312
39985,77941, SHIFT,294.25,192.09577224469496,8,0.6528318512988783
39986,77941, a,180.1,67.35387475449683,10,0.37398042617710625
39994,77941, i,140.16666666666666,37.11827941414669,6,0.2648153109213795
39997,77941, m,195.875,92.41897996160127,8,0.4718263176086855
40004,77941, t,162.2,71.37746743295715,15,0.44005836888382954
40006,77941, w,164.33333333333334,35.92352989337211,9,0.21860160178522584
40061,77941,at,198.5,50.304785344651144,8,0.2534246113080662
40072,77941,d ,151.0,26.003204930674727,13,0.1722066551700313
40081,77941,e ,159.85714285714286,26.176870925085208,21,0.1637516501122399
40084,77941,ed,266.57142857142856,22.99171693499743,7,0.08624974198552092
40105,77941,he,140.22222222222223,11.766241729815194,9,0.08391139110010835
40114,77941,in,223.0,52.89192334899115,10,0.23718351277574506
40124,77941,l ,168.25,56.736861285864485,8,0.33721760051033867
40135,77941,me,227.0,113.95086660486616,6,0.5019861964972078
40138,77941,n ,152.0,49.31531202375181,6,0.32444284226152503
40149,77941,o ,166.71428571428572,48.52049149831538,7,0.29103979476281716
40161,77941,ou,94.0,40.967466767342756,7,0.4358241145461995
40170,77941,re,197.22222222222223,20.234733614368253,9,0.10259864931228972
40177,77941,s ,153.75,18.69109795750755,8,0.12156811679679708
40186,77941,t ,189.54545454545453,66.51370330445242,11,0.35091162414819027
40190,77941,th,133.25,19.506409203131156,8,0.1463895625000462
40193,77941,to,149.0,48.567478831003775,6,0.325956233765126
40219,78090, SHIFT,314.3333333333333,97.3091294106913,6,0.3095730522079257
40220,78090, a,289.1666666666667,152.88845210766831,12,0.5287208718420806
40233,78090, o,366.0,123.72469438232612,11,0.3380456130664648
40237,78090, t,179.44444444444446,48.7983378587609,9,0.2719412016896892
40253,78090,BKSPBKSP,164.9,22.392707146152144,10,0.1357956770536819
40309,78090,an,158.5,37.103908149950996,6,0.23409405772839745
40320,78090,ce,137.66666666666666,86.23842917555181,6,0.6264292676190205
40327,78090,d ,176.66666666666666,63.565761700824915,12,0.35980619830655614
40335,78090,e ,165.94444444444446,39.10389212194826,18,0.23564447880651782
40348,78090,er,191.75,30.391493170669598,8,0.15849540115081928
40349,78090,es,188.57142857142858,35.41119005275566,7,0.18778661391612847
40380,78090,in,225.33333333333334,31.765809712120777,6,0.1409725283082283
40409,78090,me,280.0,258.61399807435015,6,0.9236214216941077
40428,78090,o ,199.83333333333334,30.155707033108456,6,0.15090428873949185
40431,78090,of,256.1666666666667,104.4632311709085,6,0.4077940058721216
40435,78090,on,350.5,374.1971405556167,6,1.0676095308291491
40439,78090,ou,186.5,39.78818920232485,6,0.21334149706340402
40461,78090,s ,185.14285714285714,37.74378633091023,14,0.20386304345399045
40473,78090,t ,174.11111111111111,35.01943904620848,9,0.20113270671083366
40493,78090,ve,254.85714285714286,152.24041137997116,7,0.5973558742487658
40508,78546, SHIFT,200.625,48.26396911035928,8,0.24056807033200886
40509,78546, a,137.5,15.26901624672844,8,0.11104739088529773
40517,78546, i,146.66666666666666,42.15843134336634,12,0.2874438500684069
40526,78546, s,147.0,26.28307440159921,6,0.1787964245006749
40527,78546, t,141.4375,31.428158817637836,16,0.22220527666027634
40530,78546, w,217.28571428571428,65.64986490393383,7,0.30213613039285786
40544,78546,BKSPBKSP,116.75,15.70031846810758,8,0.13447810251055745
40590,78546,an,117.66666666666667,28.430031070448493,6,0.24161499493299002
40596,78546,ay,114.66666666666667,23.619201228379136,6,0.20598140606144594
40613,78546,e ,110.4,33.279122584587476,25,0.3014413277589445
40622,78546,en,130.33333333333334,46.163477627521374,6,0.35419548051806676
40625,78546,er,82.88888888888889,25.022212354448413,9,0.30187655655500767
40644,78546,he,73.92307692307692,19.293615258514663,13,0.2609958359632577
40653,78546,in,94.23076923076923,34.68466002465126,13,0.3680821063840542
40676,78546,n ,130.0625,80.50628857424742,16,0.6189815555924838
40684,78546,no,127.0,34.98571136907181,6,0.27547804227615597
40687,78546,o ,102.5,22.845130772223648,6,0.22287932460705998
40693,78546,on,85.33333333333333,38.10336818007913,6,0.4465238458603023
40697,78546,ot,103.71428571428571,28.134879217288784,7,0.27127294011159986
40698,78546,ou,76.5,11.351526014467959,8,0.14838596097343737
40706,78546,r ,106.28571428571429,18.83006714197877,7,0.1771646102067895
40710,78546,re,99.58333333333333,34.99989177472445,12,0.35146334836543386
40715,78546,s ,125.54545454545455,23.286750036721042,11,0.18548461289205753
40724,78546,t ,103.6923076923077,29.45444113481195,13,0.2840561830508571
40730,78546,th,70.36363636363636,14.375484181569172,11,0.20430274676648696
40757,78546,y ,116.0,33.48432469081615,6,0.288657971472553
40768,78629, SHIFT,114.0,91.11311650909545,6,0.7992378641148723
40769,78629, a,166.375,123.88005431522403,8,0.7445833467481534
40777,78629, i,173.75,112.02773891190648,8,0.6447639649606128
40785,78629, t,105.125,43.386757360809,8,0.41271588452612606
40787,78629, w,100.875,49.80945836743402,8,0.49377406064370777
40792,78629,. ,115.25,15.4434452114805,8,0.13399952461154446
40801,78629,BKSPBKSP,171.625,84.98931305366182,16,0.4952035720533828
40830,78629,SHIFTW,210.0,207.67667177610488,6,0.9889365322671662
40846,78629,an,105.75,25.12682118488415,8,0.237605874088739
40860,78629,d ,95.6,18.428239199663107,10,0.19276400836467686
40869,78629,e ,103.0,65.79589652858299,21,0.6387951119279902
40880,78629,er,129.11111111111111,38.05733977974697,9,0.2947642495849593
40897,78629,ha,72.28571428571429,24.157223113831368,7,0.33419083359055246
40898,78629,he,74.71428571428571,20.588947566710686,7,0.27556908789096524
40907,78629,in,72.75,18.218906976780232,8,0.2504317110210341
40909,78629,is,81.5,12.177262183500618,8,0.14941425992025298
40921,78629,ld,78.0,32.48384213728419,6,0.41645951458056657
40931,78629,me,131.14285714285714,91.86480750071192,7,0.7004941748420299
40933,78629,n ,108.11111111111111,45.21461169921855,9,0.4182235408971911
40958,78629,on,87.33333333333333,20.963460274169115,6,0.24003962145995172
40964,78629,ou,87.6,14.675754760072063,10,0.16753144703278613
40972,78629,r ,106.0,23.53720459187964,6,0.22204909992339283
40986,78629,s ,123.0,67.28192285344663,15,0.5470075028735498
40996,78629,t ,188.33333333333334,222.10739962841618,12,1.1793313254606168
41001,78629,th,75.0,15.403659541574115,12,0.2053821272209882
41036,79046, a,468.3636363636364,198.0996076357915,11,0.4229611187875983
41038,79046, c,578.2857142857143,42.0424955083714,7,0.07270194381388335
41044,79046, i,479.5,222.3973278359509,8,0.463810902681858
41047,79046, m,452.2857142857143,223.75709618968088,7,0.4947251021250051
41053,79046, t,505.42857142857144,200.93922322078245,14,0.39756205837916253
41057,79046, y,636.8333333333334,281.0454886075681,6,0.44131717656252506
41070,79046,BKSPBKSP,252.83333333333334,154.0693566763575,6,0.6093712195505241
41116,79046,an,208.85714285714286,136.65702637311722,7,0.6543086078056228
41117,79046,ar,286.125,163.4218358377222,8,0.5711553895595358
41119,79046,at,270.14285714285717,212.61344310855839,7,0.7870407730089416
41133,79046,d ,166.72727272727272,121.08103972884517,11,0.7262221575884934
41140,79046,e ,153.33333333333334,62.76809168146928,21,0.40935711966175614
41145,79046,ed,200.42857142857142,16.751687903582955,7,0.08357934093020719
41150,79046,er,140.83333333333334,29.969428867875788,6,0.21280067835178074
41152,79046,et,270.6666666666667,160.26186903523455,6,0.592100501361704
41165,79046,he,155.75,81.18567383697469,12,0.5212563328216673
41171,79046,in,195.625,144.9511617259906,8,0.7409644049890893
41213,79046,o ,230.0,130.93000674660743,7,0.5692608988982932
41218,79046,on,186.57142857142858,92.02691117793958,7,0.4932529695601662
41224,79046,ou,141.0,17.1380945765358,8,0.12154677004635318
41247,79046,s ,129.66666666666666,23.77954302897065,6,0.18338979199720298
41255,79046,t ,126.66666666666667,25.727005031266035,12,0.20310793445736341
41261,79046,th,131.22222222222223,25.883285039663036,9,0.19724772680522212
41263,79046,to,139.0,37.581910542174406,6,0.27037345713794536
41283,79046,y ,172.1,68.419376722615,10,0.397555936796136
41290,79477, SHIFT,268.44444444444446,164.83333333333334,9,0.6140314569536424
41291,79477, a,229.8421052631579,100.73025759582687,19,0.43825850568369834
41298,79477, h,401.1666666666667,443.7424553349236,6,1.1061299260529878
41299,79477, i,276.1666666666667,233.63939450928788,6,0.8460086705224666
41302,79477, n,164.16666666666666,17.39444355725894,6,0.10595600136401384
41307,79477, t,217.4,205.2690916821137,15,0.9442000537355736
41309,79477, w,260.125,72.05838406657281,8,0.27701445100076044
41317,79477,BKSPBKSP,198.0,75.67033764957046,9,0.3821734224725781
41342,79477,SHIFTI,243.14285714285714,88.75139167252267,7,0.36501747456384176
41360,79477,a ,242.66666666666666,245.6759383144118,6,1.0124008447022466
41364,79477,al,266.8333333333333,212.80640654516645,6,0.7975255710624602
41366,79477,an,143.36363636363637,47.430523352104665,11,0.33084068286185875
41368,79477,as,226.5,151.11154820198223,6,0.6671591532096346
41369,79477,at,264.14285714285717,167.125131335205,7,0.632707365790392
41383,79477,d ,139.25,18.691097957507548,8,0.13422691531423733
41389,79477,e ,166.66666666666666,115.98375698371721,24,0.6959025419023033
41406,79477,er,160.72727272727272,14.94717972790124,11,0.09299715894056201
41424,79477,he,115.1,21.418839059731194,10,0.18608895794727365
41435,79477,in,144.8,8.804039476916895,10,0.06080137760301722
41444,79477,l ,155.875,16.33084286163542,8,0.1047688395293371
41448,79477,ll,135.0,11.035296904831233,10,0.08174294003578692
41459,79477,n ,189.85714285714286,56.24182480274673,7,0.2962323353041588
41464,79477,nd,262.6666666666667,171.54785532517351,6,0.6531009720501529
41465,79477,ne,168.16666666666666,32.79278375903251,6,0.19500168736788412
41472,79477,o ,145.33333333333334,26.492766308308898,6,0.1822896764333181
41476,79477,on,219.5,100.29705878040492,6,0.45693420856676503
41491,79477,re,187.1,50.03432155364289,10,0.26742021140375677
41499,79477,s ,153.55555555555554,28.46098694314338,9,0.18534651410151262
41511,79477,t ,166.86666666666667,43.08275536132536,15,0.2581867081182103
41516,79477,th,132.8,18.55202893965449,10,0.1396990130998079
41534,79477,y ,152.16666666666666,21.027759430492512,6,0.13818899954321476
41539,79723, BKSP,710.2608695652174,166.29771151087718,23,0.23413610215170025
41542,79723, a,555.75,323.59664045580837,8,0.5822701582650623
41547,79723, f,916.2857142857143,232.9962190578167,7,0.25428336972321747
41548,79723, h,897.5714285714286,369.74669578999493,7,0.4119412494875003
41557,79723, t,858.0769230769231,342.61846163978123,13,0.39928641876442456
41560,79723, w,956.7142857142857,212.7116313115907,7,0.2223355859610475
41581,79723,BKSP.,1051.8,208.59998934696895,10,0.1983266679472989
41583,79723,BKSPBKSP,169.0,60.12411405508685,23,0.35576398849163815
41584,79723,BKSPCAPS_LOCK,413.22222222222223,400.4740246813074,9,0.9691492933938604
41667,79723,d ,316.7142857142857,276.2321845481076,14,0.8721810066922658
41669,79723,dBKSP,839.2857142857143,345.73434613187925,7,0.4119387953911752
41675,79723,e ,227.04166666666666,206.64787928864104,24,0.9101760144847467
41685,79723,en,298.625,305.8939767305005,8,1.0243414875864396
41687,79723,er,159.83333333333334,23.97846255844329,6,0.15002166355647523
41708,79723,he,340.75,423.819284264279,8,1.2437836662194541
41717,79723,in,542.75,447.26621986080215,8,0.8240741038430256
41718,79723,is,440.85714285714283,438.6921580377401,7,0.9950891465535259
41751,79723,o ,192.5,79.98937429433987,6,0.41552921711345386
41762,79723,or,567.6666666666666,565.637221783244,6,0.9964249356134656
41777,79723,re,130.85714285714286,28.115408417381925,7,0.21485574118086623
41787,79723,s ,145.3,54.613897295265225,10,0.3758699056797331
41790,79723,se,205.83333333333334,107.71521093451318,6,0.5233127656737482
41793,79723,st,295.14285714285717,290.4734230937652,7,0.9841790714696786
41795,79723,t ,244.52941176470588,313.0409553171635,17,1.2801771085859464
41799,79723,th,119.27272727272727,23.41833003905662,11,0.19634270612013935
41814,79723,ve,189.125,20.434127616039092,8,0.10804561859108575
41831,79951, SHIFT,343.85714285714283,139.9755080617422,7,0.4070745976037372
41832,79951, a,330.5,138.55066118314167,8,0.4192153137160111
41839,79951, h,253.11111111111111,70.56281677421269,9,0.2787819802317446
41840,79951, i,264.8,93.11020948913772,10,0.35162465819160765
41845,79951, o,274.6666666666667,119.70073795372636,6,0.43580365759851825
41849,79951, t,318.5625,128.8864972239787,16,0.40458778802896983
41850,79951, w,270.57142857142856,116.53734328940394,7,0.4307082381340167
41869,79951,BKSPBKSP,172.85714285714286,12.97983784475717,7,0.07508997100272743
41900,79951,SHIFTI,182.875,135.1078273084132,8,0.7387987822743032
41921,79951,at,332.5,136.84114878208237,6,0.4115523271641575
41937,79951,d ,355.75,228.39549032325485,8,0.6420112166500488
41945,79951,e ,218.0,78.73372847769882,19,0.36116389209953587
41951,79951,ea,245.83333333333334,124.08612600394399,6,0.5047571227279077
41953,79951,ed,340.2857142857143,198.15878673908145,7,0.5823306075455794
41960,79951,er,184.25,51.45247460382389,8,0.2792535935078637
41975,79951,he,128.16666666666666,23.17064496035421,12,0.18078526627064403
41977,79951,ho,128.5,12.07890723534211,6,0.09399927809604755
41985,79951,in,199.85714285714286,23.751691669076063,7,0.11884334644998745
41987,79951,is,147.22222222222223,36.70074174242865,9,0.24928805711838325
